85,Flowers and quiet tears as Swedes mourn teen-age fire victims,642, GOTEBORG Sweden (AP) _ Forensic experts examining heavily burned bodies were able Saturday to identify more of the 60 young people who died in a dance hall fire but the catastrophe's most tormenting question was still unanswered. How could it,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981031.0551
86,Flowers and quiet tears as Swedes mourn teen-age fire victims,626, GOTEBORG Sweden (AP) _ A panicky telephone call in poor Swedish was the first word that authorities got of a fire racing through a dance hall crowded with immigrant teen-agers delaying fire squads' response to the blaze that killed 60,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981031.0314
87,Reports: signs point to arson in Swedish fire that killed 60,543, GOTEBORG Sweden (AP) _ Officials offered no word Sunday on what might have caused the dance-hall fire that killed 60 young people but reports of grim possibilities abounded in newspapers. And while the officials were telling journalists that they had,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981101.0536
88,At least 60 killed in fire at Halloween dance in Sweden,243, GOTEBORG Sweden (AP) _ A fire turned a Swedish dance hall jammed with teen-age Halloween revelers into a deathtrap killing 60 people and injuring 155. The fast-spreading fire that broke out just a few minutes before midnight Thursday gutted the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981030.1046
89,Death toll in Swedish fire rises to 62,269, GOTEBORG Sweden (AP) _ After clinging to life for three days two youths trapped in a dance-hall fire died early Monday bringing the death toll in the inferno to 62. With another 17 people still in intensive care the figure,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981102.0190
90,Fire at Halloween teen dance kills 60,129, GOTEBORG Sweden (AP) _ A fire turned a dance hall jammed with teen-age Halloween revelers into a deathtrap killing 60 people and injuring 162 others in Sweden's second-largest city. Police earlier had reported 65 dead but backed off that figure,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981030.1041
91,Turkish leader warns against political vacuum,226, ANKARA Turkey (AP) _ One of Turkey's leading politicians warned Sunday that a political vacuum could cripple the domestic battle to keep Islamists at bay and the fight abroad for the extradition of a Kurdish rebel leader. In the midst,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981129.0625
92,Turkey's Islamic party avoids confrontation over leading next,437, ANKARA Turkey (AP) _ The head of Turkey's pro-Islamic party said Thursday he would not insist on his rightful chance to lead Turkey's next government heading off a confrontation with the military that would only deepen the nation's political crisis.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981126.0707
93,Government fall returns secular and Islamic tug-of-war in Turkey,540, ANKARA Turkey (AP) _ Turkey's president began trying to construct a new government Wednesday but the pieces do not neatly fit: pro-Islamic forces pressing for power and their military-backed Western-style opponents struggling to unite. President Suleyman Demirel opened talks with,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981125.0898
94,GOVERNMENT OF CENTRIST TURKISH PRIME MINISTER IS VOTED OUT,697, <P> ISTANBUL Turkey _ The government of Prime Minister Mesut Yilmaz plagued since its inception 17 months ago by competing pressures from Islamic groups and the rigidly secular military lost a vote of confidence in Parliament and fell Wednesday. </P>,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/NYT19981125.0347
95,Turkish military chides Islamic leader over comment,207, ANKARA Turkey (AP) _ Turkey's secular military leadership warned a pro-Islamic party Monday against dragging the army into politics after its leader said the party has the backing of the army in forming a new government Recai Kutan leader of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981130.0508
96,Turkish government dumped in corruption anger,109, ANKARA Turkey (AP) _ Turkey's government collapsed Wednesday after losing a confidence vote in parliament over a corruption scandal that tainted the prime minister with allegations of mob ties. The downfall of Prime Minister Mesut Yilmaz and his nearly 17-month-old,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981125.0544
97,Turkish leader warns against political vacuum,319, ANKARA Turkey (AP) _ One of Turkey's leading politicians warned Sunday that a political vacuum could cripple the domestic battle to keep Islamists at bay and in the fight abroad for the extradition of a Kurdish rebel leader. In the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981129.0435
98,Turkey's Islamic party avoids confrontation over leading next,361, ANKARA Turkey (AP) _ The head of Turkey's pro-Islamic party said Thursday he would not insist on his rightful chance to lead Turkey's next government heading off a confrontation with the military that would only deepen the nation's political crisis.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981126.1022
99,Center-left leader emerges as favorite in speculation on new,228, ANKARA Turkey (AP) _ Turkish President Suleyman Demirel planned to meet with Deputy Premier Bulent Ecevit on Wednesday stoking speculation that he'd ask the center-left leader to form a new government. Ecevit is said to have the support of Turkey's,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981202.0281
100,Turkey's Islamic party avoids confrontation over leading next,485, ANKARA Turkey (AP) _ The head of Turkey's pro-Islamic party said Thursday he would not insist on his rightful chance to lead Turkey's next government heading off a confrontation with the military that would only deepen the nation's political crisis.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31009t/APW19981126.0971
101,Typhoon Babs heads for southern China; at least 129 dead in,556, SAN MIGUEL Philippines (AP) _ Typhoon Babs raced toward southern China on Saturday leaving behind a trail of destruction on the Philippines' main island where at least 129 people died and hundreds of thousands were forced to flee their homes.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981024.0164
102,Weak demand seen lowering inflation in Philippines in October,346, MANILA Philippines (AP) _ Weak consumer demand is expected to have lowered inflation pressure on all commodity groups in the Philippines in October economists said Wednesday. The economists said they expect October inflation to be 9.8 percent year-on-year down from,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981104.0507
103,A weakened Babs heads toward China,93, TAIPEI Taiwan (AP) _ Typhoon Babs weakened into a severe tropical storm Sunday night after it triggered massive flooding and landslides in Taiwan and slammed Hong Kong with strong winds. The storm earlier killed at least 156 people in the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981025.0922
104,82 dead as Typhoon Babs ravages northern Philippines,482, MANILA Philippines (AP) _ Typhoon Babs headed toward southern China Friday after battering the central and northern Philippines with heavy winds and rain that killed at least 82 people flattened crops and drove more than 100000 people from their homes.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981023.0551
105,Philippine president donates one-year salary to typhoon victims,232, MANILA Philippines (AP) _ President Joseph Estrada on Thursday donated 600000 pesos (dlrs 15000) the equivalent of his salary for one year to a fund for victims of recent typhoons in the Philippines the presidential palace said. Estrada gave the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981029.0560
106,WEATHER,332, <P> NATIONAL FORECAST &QL; </P> <P> Snow advisories were issued Thursday for the San Juan Mountains in southeast Colorado as moist air drawn northward by a distant upper-level low-pressure system over northern Nevada was forced to ascend the sloping terrain.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/NYT19981022.0367
107,With BC-Pacific-Typhoon,372, SAN MIGUEL Philippines (AP) _ From a distance the smashed coconut and abaca trees scattered on the hills look like broken matchsticks _ a painful reminder of the destruction left by Typhoon Babs in Catanduanes. The island province was the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981024.0343
108,Typhoon Babs heads toward south China  flooding Taiwan,467, TAIPEI Taiwan (AP) _ Typhoon Babs brought torrential rains and landslides to Taiwan and lashed Hong Kong with strong winds Sunday after killing more than 150 people in the Philippines and leaving hundreds of thousands homeless. The Central Weather Bureau,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981025.0231
109,Typhoon Babs heads toward south China  flooding Taiwan,469, TAIPEI Taiwan (AP) _ Typhoon Babs brought torrential rains and landslides to Taiwan and lashed Hong Kong with strong winds Sunday after killing at least 156 people in the Philippines and leaving hundreds of thousands homeless. The Hong Kong Observatory,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981025.0412
110,Cooking oil prices rising in Philippines due to shortfall,242, MANILA Philippines (AP) _ The price of cooking oil in the Philippines has risen drastically this month because of retailers speculating on a shortfall in copra production the government said Thursday. Norberto Boceta deputy administrator of the Philippine Coconut Authority,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31011t/APW19981112.0305
111,Nation of Islam leader meets Gadhafi,235, CAIRO Egypt (AP) _ Louis Farrakhan the leader of a U.S. Muslim group met with Libyan leader Moammar Gadhafi on Sunday and congratulated him on his recovery from a hip injury state-run Libyan radio reported. Improved health will enable Gadhafi,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981129.0652
112,Zimbabwean president arrives in Egypt,129, CAIRO Egypt (AP) _ Zimbabwean President Robert Mugabe arrived in Egypt Monday after meeting with Libyan leader Moammar Gadhafi. It was not clear if his plane flew directly from Libya in violation of a U.N. air embargo on the North,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981123.1112
113,Libyan leader says he wants improved relationship with United,435, LONDON (AP) _ Libyan leader Moammar Gadhafi said the suspects in the Lockerbie bombing are ''very happy'' to be tried in the Netherlands and he hoped the trial would lead to a better relationship with the United States. ''We can,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981020.1108
114,Zimbabwean president arrives in Egypt,124, CAIRO Egypt (AP) _ Zimbabwean President Robert Mugabe arrived Monday in Egypt after meeting with Libyan leader Moammar Gadhafi. It was not clear if his plane flew directly from Libya in violation of a U.N. air embargo on the North,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981123.1153
115,UN chief doesn't rule out Libyan visit  U.N. officials optimistic,347, UNITED NATIONS (AP) _ Secretary-General Kofi Annan said Wednesday that he may travel to Libya next week in hopes of closing a deal to try two Libyan suspects in the Pan Am Lockerbie bombing. Annan is heading to North Africa,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981125.0886
116,Libya denies it is delaying the hand-over of the Lockerbie suspects,267, CAIRO Egypt (AP) _ Libya has denied U.S._British allegations that it is delaying the hand-over of two men wanted for the blowing up of an American airliner over Lockerbie Scotland. The Foreign Ministry said Libya ``does not accept the claim,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981028.0445
117,Reports say three top Libyan officials jailed in Lockerbie case,409, CAIRO Egypt (AP) _ Newspapers reported Wednesday that three top Libyan officials have been tried and jailed in the Lockerbie case but Libyan dissidents said the reports appeared to be a political ploy by Libya's leader Col. Moammar Gadhafi. An,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981125.0279
118,LIBYA HOPES ITS ARCHAEOLOGICAL TREASURES WILL LURE TOURISTS,660, <P> SABRATHA Libya _ Among majestic Roman ruins set against an azure sea Sebastian Cuisenier walked alone a rare visitor to a site that almost anywhere else in the world would be thronged with tourists. </P> <P> ``I've always liked,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/NYT19981021.0303
119,UN chief doesn't rule out Libyan visit  U.N. officials optimistic,411, UNITED NATIONS (AP) _ Secretary-General Kofi Annan said Wednesday that he is considering a trip to Libya next week that could close a deal to try Libyan suspects in the Pan Am Lockerbie bombing. Annan is heading to North Africa,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/APW19981125.0903
120,GADHAFI WEIGHS DEAL FOR TWO BOMBING SUSPECTS,1125, <P> TRIPOLI Libya _ Outwardly at least nearly everything on display in Libya these days seems calculated to project defiance. </P> <P> Posters plastered on downtown streets mock six years of U.N. sanctions hailing as heroes African leaders who have,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30042t/NYT19981031.0088
121,More than 8 000 confirmed for Asian Games,287, BANGKOK Thailand (AP) _ Thailand expects 39 countries regions or organizations to send teams to the Asian Games but is still waiting for confirmation from Tajikistan Mongolia and a Palestinian team the games' organizers said Monday. Only Afghanistan is certain,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981116.0496
122,China's swimmers to challenge Japan at Asian Games,375, BEIJING (AP) _ Chinese swimmers missing some of their stars are eyeing Japan as the team to beat at the Asian Games in Thailand an official report said Wednesday. China's formidable table tennis team also missing some veteran champions is,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981125.0256
123,Former drug cheat back in the swim of things,401, BANGKOK Thailand (AP) _ China's swim team will hit the water at the Asian Games on Monday with a reminder of the darkest chapter in its story of drug shame. Xiong Guoming one of the 11 Chinese athletes who tested,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981206.0201
124,North Korea to send 317-member delegation to Asian Games,219, SEOUL South Korea (AP) _ Despite catastrophic hunger at home North Korea plans to send 317 athletes and officials to next month's Asian Games in Thailand South Korean officials said Thursday. It will be the largest sports delegation the communist,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981119.0262
125,Chinese divers predict Asian Games gold,167, BANGKOK Thailand (AP) _ China's women divers expect to clinch Asian Games gold in the platform competition but could face stiff competition from Kazakstan in the springboard. ``If we make no big mistake the gold should be ours'' Chinese platform,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981206.0390
126,Indian field hockey team turning to divine power to regain glory,345, BANGKOK Thailand (AP) _ Once at the top of world field hockey India would like to have a hockey god to help regain that glory. ``Things are changing in Bangkok and we are feeling much better'' Rajinder Singh manager of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981204.0252
127,REPEATING to remove writethru designation.,422, BANGKOK Thailand (AP) _ Star striker Chen Yang scored a hat trick Wednesday for China in a lackluster 4-1 victory over Cambodia securing his country a spot in the second soccer round for the 13th Asian Games. Underdog Turkmenistan also,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981202.0568
128,Former drug cheat back in the swim of things,390, BANGKOK Thailand (AP) _ China's swim team will hit the water at the Asian Games on Monday with a reminder of the darkest chapter in its story of drug shame. Xiong Gouming one of the 11 Chinese athletes who tested,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981206.0169
129,China looking for Asian Games gold in taekwondo,278, BEIJING (AP) _ China hopes to win its first Asian Games gold medal in the martial art of taekwondo next month in Thailand the official newspaper China Sports Daily said Tuesday. The team of six women and three men will,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981103.0271
130,Chinese divers predict Asian Games gold,164, BANGKOK Thailand (AP) _ China's women divers expect to clinch Asian Games gold in the platform competition but could face stiff competition from Kazakstan in the springboard. ``If we make no big mistake the gold should be ours'' Chinese platform,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30020t/APW19981206.0393
131,In aftermath of embassy bombing  many Kenyans left needy,608, NAIROBI Kenya (AP) _ Solemn-faced Kenyans whose relatives were killed in the terrorist bombing of a U.S. Embassy collected benefits on Friday they said failed to compensate for their losses. ``It's not enough nothing could be enough'' Beatrice Akoth Yongo,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/APW19981002.0556
132,U.S. SEES BROOKLYN CONNECTION TO EMBASSY BOMBINGS,1420, <P> NEW YORK _ Several months after the bombing of the World Trade Center in February 1993 one of the suspects tried to bargain with federal prosecutors in New York offering inside information about the bomb plot in exchange for,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981021.0378
133,NEW EVIDENCE TIES SUDANESE TO BIN LADEN  U.S. ASSERTS,605, <P> WASHINGTON _ The United States has obtained new evidence to link the owner of a Sudanese factory destroyed in a U.S. cruise missile strike last month to a terrorist group backed by Osama bin Laden the suspected mastermind of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981003.0093
134,U.S. RECEIVED WARNING BEFORE NAIROBI EMBASSY BOMBING,814, <P> NAIROBI Kenya _ Nine months before the attack on the American Embassy here U.S. intelligence officials received a detailed warning that Islamic radicals were plotting to blow up the building according to Kenyan and American officials. </P> <P> The,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981022.0453
135,ACTING FOR U.S.  SAUDIS ASKED TALIBAN TO DEPORT BIN LADEN,947, <P> WASHINGTON _ Urged on by the Clinton administration Saudi Arabia's top intelligence official met privately with the leader of the Taliban in late September to try to persuade Afghanistan to deport Osama bin Laden the Saudi exile suspected of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981017.0140
136,2 VEHICLES USED IN TANZANIA BOMBING  FBI SAYS,418, <P> DAR ES SALAAM Tanzania _ In a rare public statement about the August bombings of two U.S. embassies in Africa the FBI said Friday that two vehicles had been used in the attack on the embassy here. </P> <P>,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981016.0283
137,U.S. SAYS IT CAN TIE BIN LADEN TO EMBASSY BOMBINGS,314, <P> NEW YORK _ Federal prosecutors in Manhattan said Wednesday that one of the men accused of conspiring to bomb the U.S. Embassies in Kenya and Tanzania in August had met earlier with Osama bin Laden the suspected mastermind of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981007.0383
138,EMBASSY BOMB SUSPECT KNOWN FOR RELIGIOUSNESS  WIT  TEMPER,1740, <P> MORONI Comoros _ The man accused of directing the bomb attack on the American Embassy in Kenya came of age in this impoverished Indian Ocean archipelago a land where gifted teen-agers leave home to enroll in the radical Islamic,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981005.0454
139,EMBASSY BOMB SUSPECT KNOWN FOR RELIGIOUSNESS  WIT  TEMPER,1703, <P> MORONI Comoros _ The man accused of directing the bomb attack on the American Embassy in Kenya came of age in this impoverished Indian Ocean archipelago a land where gifted teen-agers leave home to enroll in the radical Islamic,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/NYT19981005.0386
140,U.S. officials seek extra time for extradition of terror suspect,228, MUNICH Germany (AP) _ U.S. prosecutors have asked for a 20-day extension to provide Germany with paperwork necessary to extradite a top lieutenant of Saudi terrorist suspect Osama bin Laden officials said Saturday. Mamdouh Mahmud Salim 40 of Sudan has,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31038t/APW19981003.0517
141,China sends jailed dissident into exile ahead of other's trial,564, BEIJING (AP) _ China released a respected but ailing labor rights campaigner from a prison work camp Sunday and immediately sent him into exile in the United States. Releasing Liu Nianchun appeared to be an attempt by the government to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/APW19981220.0155
142,CHINA APPEARS READY TO PUT LEADER OF NEW PARTY ON TRIAL,382, <P> BEIJING _ One leader of a suppressed new political party will be tried on Dec. 17 on a charge of colluding with foreign enemies of China ``to incite the subversion of state power'' according to court documents given to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/NYT19981207.0280
143,China says dissidents endangered the country,426, BEIJING (AP) _ China's government said Thursday that two prominent dissidents arrested this week are suspected of endangering national security _ the clearest sign yet Chinese leaders plan to quash a would-be opposition party. Foreign Ministry spokesman Zhu Bangzao refused,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/APW19981203.0338
144,With lawyers harassed  Chinese dissidents go to trial alone,577, BEIJING (AP) _ With attorneys locked up harassed or plain scared two prominent dissidents will defend themselves against charges of subversion Thursday in China's highest-profile dissident trials in two years. Qin Yongmin's and Wang Youcai's families were running out of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/APW19981216.0666
145,China holds high-profile dissidents  colleagues demand release,609, BEIJING (AP) _ China's central government ordered the arrest of a prominent democracy campaigner and may use his contacts with exiled Chinese dissidents to charge him with harming national security a colleague said Wednesday. Two Beijing police officers spent 30,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/APW19981202.1274
146,FATHER OF JAILED CHINESE DISSIDENT TO SEEK DELAY IN SUBVERSION,389, <P> BEIJING &UR; &LR; _ Protesting the lack of a defense lawyer the father of a prominent dissident is to seek a delay in his son's subversion trial scheduled to start on Thursday in the central city of Wuhan. </P>,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/NYT19981216.0357
147,MINUS LAWYERS  2 DISSIDENTS STAND TRIAL IN CHINA,356, <P> BEIJING _ The separate trials of two prominent democracy advocates for inciting subversion of the state opened Thursday morning with the families of both defendants protesting their inability to hire defense lawyers. </P> <P> The trial in the eastern,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/NYT19981217.0274
148,DISSIDENT FROM SHANGHAI ARRIVES IN NEW YORK,353, <P> NEW YORK _ A Chinese dissident fleeing a new round of arrests of democracy activists in Shanghai arrived here Wednesday and announced that he and other opponents of the Chinese government plan a demonstration Thursday at the United Nations,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/NYT19981209.0542
149,CHINA DEFENDS ARREST OF PROMINENT DISSIDENT,572, <P> BEIJING _ In response to criticism from home and abroad Chinese officials broke their silence Wednesday to defend their arrest this week of a prominent dissident who was trying to form an opposition political party. </P> <P> ``Xu Wenli,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/NYT19981202.0309
150,NO OPPOSITION ALLOWED  CHINA LEADER SAYS,663, <P> BEIJING _ In a pointed speech delivered to Communist Party members in the Great Hall of the People President Jiang Zemin made clear Friday that China's economic reforms were not a prelude to Western-style multiparty democracy and that those,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31050t/NYT19981218.0250
151,Asia prepares for best night to watch celestial light show,527, DOI INTHANON Thailand (AP) _ Stargazers in Asia sought high ground and clear skies Tuesday to view the most spectacular celestial fireworks in 33 years after enjoying a low-key preview Monday night. The Leonids meteor shower was expected to blaze,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/APW19981117.0597
152,METEOR STORM POSES THREAT TO SATELLITES,1046, <P> Chicken Little would love this one. The Earth is hurtling into the path of a comet called Temple-Tuttle. </P> <P> On Tuesday the Earth will enter Temple-Tuttle's debris-strewn backwash and will then according to many scientists witness the most,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/NYT19981115.0065
153,Fast-moving dust cloud has satellite operators on edge; no problems,345, LOS ANGELES (AP) _ Satellite operators reported no immediate problems Tuesday as the Earth passed through the tail of a comet that peppered the atmosphere with tiny bits of space junk zipping along at 155000 mph (250000 kph). While people,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/APW19981117.0914
154,Tens of thousands of people search for stars,464, Whether they stood on the tallest mountain in Thailand or the desert in California tens of thousands of people were searching the skies for a glimpse of the biggest meteor shower in decades. Clouds interfered with the view from many,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/APW19981117.1226
155,METEOR STORM POSES THREAT TO SATELLITES,1075, <P> Chicken Little would love this one. The Earth is hurtling into the path of a comet called Temple-Tuttle. </P> <P> On Tuesday the Earth will enter Temple-Tuttle's debris-strewn backwash and will then according to many scientists witness the most,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/NYT19981115.0091
156,THE LEONIDS: A VIEWER'S GUIDE,377, <P> Unfortunately for residents of the United States the Leonid storm on Nov. 17 is expected to begin at 2:43 p.m. Eastern standard time and is likely to last for only an hour or so. </P> <P> For the United,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/NYT19981012.0242
157,WEATHER,336, <P> NATIONAL FORECAST &QL; </P> <P> Low pressure will move northeast over the northern Great Lakes Thursday. A conveyor belt of cold moist air to the northwest of the low's track will cause moderate to heavy snow over northern Minnesota,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/NYT19981118.0287
158,LEONID METEOR SHOWERS ARRIVE  THOUGH NOT EXACTLY AS EXPECTED,469, <P> The much-anticipated storm of Leonid meteors swept over Earth on Tuesday a bit ahead of schedule leaving many sky watchers disappointed but others dazzled by fireballs as bright as the full moon. </P> <P> The Leonids so named because,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/NYT19981117.0290
159,AS METEORS NEAR  SATELLITES AVERT EYES,1285, <P> Periodically for at least the last 1000 years a spectacular rain of meteors spawned by a passing comet has lighted up the sky inspiring fear wonder and admiration. </P> <P> The meteor storm which shot hundreds of thousands of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/NYT19981012.0245
160,SCIENCE TAKES ITS SEAT FOR THE NIGHT OF THE METEORS,956, <P> By the time the earth collides with a dense swarm of meteoroids Tuesday night to unleash what may be the heaviest meteor bombardment since 1966 many orbiting satellites will have maneuvered into positions facing away from the storm to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30012t/NYT19981116.0199
161,Mubarak in Syria over rising tension with Turkey,315, DAMASCUS Syria (AP) _ Egyptian President Hosni Mubarak flew to Damascus on Sunday to try to defuse growing tension between Syria and Turkey. Mubarak was met at the airport by Syrian President Hafez Assad and the two leaders drove straight,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981004.0180
162,Mubarak to visit Syria  Turkey to ease military tensions,188, RIYADH Saudi Arabia (AP) _ President Hosni Mubarak of Egypt will go to Syria and Turkey to help cool tensions between the two countries which appear to be edging toward a military conflict a top Egyptian official said Saturday. Mubarak,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981003.0645
163,Mubarak arrives in Saudi for talks with Fahd,163, RIYADH Saudi Arabia (AP) _ Egyptian President Hosni Mubarak arrived Saturday for a one-day visit to discuss regional problems with Saudi King Fahd and other high-ranking officials. The talks will focus on the Middle East peace process and the recent,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981003.0487
164,Turkish military launches new incursion into northern Iraq,430, ANKARA Turkey (AP) _ About 10000 Turkish soldiers have crossed into northern Iraq to attack Kurdish rebels and the government said it might send forces into Syria to eradicate guerrilla bases there news reports said Saturday. Turkey's incursion into northern,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981003.0741
165,TURKEY'S TIES TO SYRIA SINK TO WAR IN ALL BUT NAME,573, <P> ISTANBUL Turkey _ Tension between Turkey and Syria has risen to the point where the top Turkish military commander says the two hostile neighbors have reached ``a state of undeclared war.'' </P> <P> ``We are trying to be patient'',/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/NYT19981003.0058
166,Precede TEL AVIV,181, JERUSALEM (AP) _ Signaling it does not want to be involved in any potential military confrontation between Syria and Turkey Israel is limiting routine exercises along its own border with Syria. Prime Minister Benjamin Netanyahu also stressed Israel's hands-off approach,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981004.0175
167,Mubarak in Syria over rising tension with Turkey,317, DAMASCUS Syria (AP) _ Egyptian President Hosni Mubarak flew here on Sunday to try to defuse growing tension between Syria and Turkey. Mubarak was met at the airport by Syrian President Hafez Assad and the two leaders drove straight to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981004.0172
168,Israel says it will stay out of Turkey-Syria dispute,144, JERUSALEM (AP) _ Israel is not involved in any way in the current growing confrontations between Turkey and Syria a spokesman said Saturday. ``Israel is not a part of this dispute and is not involved in it in any way'',/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981003.0646
169,ARAB CONCERN GROWS OVER TURKEY-SYRIA DISPUTE,418, <P> CAIRO Egypt _ In a sign of Arab concern over growing tensions between Turkey and Syria Egyptian President Hosni Mubarak flew on short notice to Syria on Sunday in an effort to defuse what is being portrayed in the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/NYT19981004.0069
170,Turkish military crosses into northern Iraq to attack Kurdish,271, ANKARA Turkey (AP) _ The Turkish government which sent about 10000 soldiers into northern Iraq to attack Kurdish rebels has said it might send forces into Syria to eradicate guerrilla bases there according to news reports. Turkey's incursion into northern,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30028t/APW19981004.0146
